year;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bonaire, Saint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Canada;Cape Verde;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cote dIvoire;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Micronesia (Federated States of);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iraq;Ireland;Iran;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;North Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Norway;Occupied Palestinian Territory;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Bolivia;Poland;Portugal;Qatar;Cameroon;South Korea;Moldova;South Sudan;Sudan;Reunion;Romania;Russian Federation;Rwanda;Saint Helena;Saint Lucia;Sint Maarten (Dutch part);Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;Saint Kitts and Nevis;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;USA;Uruguay;Uzbekistan;Vanuatu;Venezuela;Viet Nam;Wallis and Futuna Islands;Yemen;Zambia;Zimbabwe
2011;3.303981441;1.373;32.69856393;0.134;8.277768002;0.039;0.121;51.9306151;1.356134825;0.682;110.6287891;19.07443741;8.999917003;0.577;7.769554011;15.43568341;0.413899223;16.82012026;28.66421353;0.151;1.222630692;0.121;0.1821588;0.072213597;6.485068011;1.09956394;126.25;0.055;2.605;14.51321629;0.581586561;0.09665344;1.417600983;155.5322592;0.168;0.051;0.305208768;21.30578712;2600.588355;20.76413086;0.039;0.61130688;0.018;1.99530975;1.731;5.636459669;8.032501144;1.353367773;2.125002335;31.43221178;9.876059888;0.665807873;12.06746105;0.129;0.042;5.818207859;10.2069804;58.14046038;1.773855122;2.583;0.15170144;5.210399559;2.02032749;0.155;0.032;0.291549625;15.46578861;96.48886982;0.194945962;0.215;1.345590784;0.122;2.130056099;220.856146;3.063869153;25.80501261;0.197962336;0.069;0.685672003;3.066951991;0.708;0.066;0.535;0.620332491;2.384207969;11.77666926;13.69851035;0.955598725;485.8435218;137.7625463;36.91980008;10.39773434;157.5699602;18.7212711;115.7962683;2.253167303;345.2145467;5.797969304;65.40941351;3.528431557;0.015;2.268;23.54331457;2.061545984;0.865203015;2.131754587;5.53060262;0.836;0.232455104;13.431344;0.048236079;3.9008747;3.030126316;0.39745489;2.51;0.6498768;0.311185172;59.22312426;0.269;0.622;0.703284943;0.038;0.628532669;0.576;1.069;0.081787674;132.1410593;5.847841157;0.657;0.011;14.97479156;0.847878785;4.112539402;0.759305677;0.011;1.424789486;45.92557647;0.966072031;9.415121265;1.311654875;0.360889344;35.36264598;0.002;12.2246179;0.613;14.59493432;42.21058656;0.059;2.716411063;1.426015183;1.418864902;13.35264427;22.85548896;4.637667997;91.24067004;14.14155766;21.73790004;1.779696132;170.4547618;1.349610917;0.349675843;3.825565193;1.227935483;23.48456766;454.4778324;0.176588974;0.003;0.133;0.16141863;0.052;0.027;135.8239656;2.133962038;13.36164847;0.111;0.194;8.262;10.37103965;4.457857604;0.094;0.167;129.3528799;77.7100245;4.062814448;0.063;0.018;0.059;0.594923686;0.275;13.44357783;11.18598354;15.77093177;75.40474891;0.638847162;69.21729938;0.067;0.683384279;0.028;12.7401994;6.966706318;92.65345309;16.97130452;0.05;0.003;1.043686886;84.04826458;52.67231052;128.1260022;2.115587523;1512.05608;2.08860376;30.75999236;0.036;48.01991621;41.27473475;0.007;5.510424024;0.920405807;2.659384001
2012;2.788895742;1.274;34.96467127;0.133;9.225061155;0.039;0.125;52.3239214;1.56884607;0.368;109.8978833;18.35788038;9.565601528;0.631;7.374147748;16.56422489;0.398231168;17.10540964;27.94375545;0.123;1.201566438;0.1;0.210895705;0.085;6.040986339;1.385565306;136.0013646;0.055;2.591014074;13.19341613;0.7147691;0.103485304;1.487838428;155.366466;0.137;0.052;0.167609521;21.74770212;2668.019051;21.75959924;0.042;0.803631913;0.019;1.981464364;2.276;5.209755419;8.117371179;1.593;1.981901106;30.37373426;10.25249491;0.643098086;10.87340577;0.133;0.045;5.800969873;10.14028986;56.96460934;1.766343444;2.504;0.165001355;4.870716465;2.213069315;0.161;0.034;0.284439689;13.98180725;97.08615481;0.192802637;0.211;1.373870744;0.124;2.252131729;222.1573839;3.907027105;24.95375229;0.157879795;0.074;0.678133413;3.154412406;0.661;0.067;0.535;0.617953448;2.481905568;11.66540986;12.76132789;0.954374663;535.9131163;142.3383886;41.70710711;10.43722022;164.5028212;20.41063824;110.1111392;2.159614902;356.443734;6.499399749;67.09511156;3.271836354;0.014;2.149;27.31278571;2.728820323;0.927396891;2.052234741;6.0949868;0.844;0.262731154;14.09570744;0.050565224;3.915201372;2.965666146;0.352289755;2.384;0.750001355;0.308966717;58.73718177;0.303;0.665;0.753412684;0.037;0.621622295;0.636;1.082;0.080888463;135.452942;9.560841157;0.604;0.012;15.54408846;0.813554803;3.245870959;0.91568082;0.012;1.492973029;44.95099313;0.992866408;9.862966922;1.240748504;0.478826529;31.7496595;0.002;12.09061135;0.6;16.09391751;41.99677424;0.061;2.6659662;1.358;1.411922984;14.74917686;24.12887923;4.852323598;89.16542984;13.64064448;25.19200891;1.681050991;171.6518121;1.300677265;0.363;3.967986178;1.214435001;22.89362847;458.543766;0.19608679;0.003;0.134;0.19;0.051;0.032;153.7061936;2.009314586;11.93353603;0.116;0.227;13.14;9.803808668;4.294965099;0.095;0.166;125.8567046;76.1364429;4.311709103;0.06;0.018;0.063;0.71915287;0.319;12.76578899;11.53237765;12.8905107;74.44213974;0.800603831;73.76307542;0.08;0.604702238;0.029;12.43335407;7.179555884;96.52462039;17.61296256;0.05;0.003;0.98989813;82.96299958;55.00766067;133.0558283;2.473220622;1457.068325;2.344921175;31.356744;0.031;49.73373882;38.9061143;0.007;4.985898352;1.13696595;2.151443503
2013;2.303702511;1.345;36.14492686;0.13;9.068936344;0.032;0.126;51.89229605;1.510645197;0.235;107.3063916;18.49306938;9.6109869;0.738;8.460568902;16.86180826;0.39225974;17.25908837;28.01649966;0.12;1.246172177;0.146;0.232745737;0.088;5.950068011;1.545593511;145.3105895;0.055;2.082;11.64858877;0.78161577;0.108623409;1.522408843;156.5771661;0.135;0.032;0.179122135;22.32829366;2716.360195;23.86131441;0.05;0.875558522;0.019;2.082837513;2.6;5.031557501;7.648475951;1.502;1.796259629;29.07363605;7.372714801;0.965486636;11.39353049;0.151935113;0.046;5.804301424;10.74299697;56.48175976;1.663338363;3.16;0.16943384;5.386969813;2.66949481;0.177;0.037;0.299887482;14.1179348;97.52375187;0.188958057;0.215;1.438059795;0.118;2.185943828;226.9251741;3.870053387;22.30789536;0.153170306;0.083;0.664611096;3.48897768;0.576;0.067;0.52;0.738605309;2.521851768;12.09249209;11.89689245;0.950525706;555.9323873;135.3914779;44.6716628;10.17788298;166.5420427;17.2302637;100.9373189;2.317751286;358.9909;6.499222607;69.24913889;3.485278561;0.014;2.185;22.29915901;2.636000282;1.162980168;2.011030872;6.048958515;0.637;0.239609413;11.43944878;0.052536939;3.644881074;2.816749666;0.328523422;2.121;0.877405334;0.31743384;66.18106935;0.298;0.748742998;0.667111529;0.038;0.609226838;0.558;1.11;0.079275507;133.7690147;11.88831579;0.587;0.014;15.44934966;0.975851289;3.530977165;0.700799127;0.013;1.697008675;44.94666227;1.050417737;9.635557001;1.259934509;0.516080788;33.32374801;0.002;12.16866812;0.665;16.72434197;41.06187389;0.062;2.869345825;1.455;1.411612172;11.75286842;26.14467322;5.211208956;88.0497857;13.14998391;22.57008418;1.383839151;173.522684;1.337161135;0.394;4.414705315;1.190218564;20.40116734;441.9813549;0.21350292;0.003;0.133;0.195;0.053;0.033;147.5996812;2.143195674;12.15770415;0.113;0.275;14.838;9.690820725;4.122927134;0.102;0.172;124.4175611;68.9754703;4.006292553;0.061;0.018;0.06;0.749003389;0.382;12.33788105;11.7864849;9.343254622;74.72625546;0.793365952;78.49281006;0.148;0.44829476;0.031;12.34605458;7.331968602;94.21959162;18.11552943;0.051;0.003;1.024708038;81.127085;56.05633213;130.2913449;2.704320895;1494.065712;2.044861683;29.87805494;0.029;56.61160288;40.72600706;0.006;6.816674906;1.205283696;3.230418562
2014;2.121817686;1.534;38.89975964;0.126;9.087421115;0.038;0.126;51.48938371;1.529506731;0.238;108.9666338;17.51117286;10.09132512;0.663;8.410919125;18.00727025;0.344209886;17.0875476;26.43768894;0.128;1.308951965;0.183;0.25886477;0.088;5.27068382;1.869586352;152.2655568;0.058;2.436;12.34085285;0.794620003;0.102324547;1.772325873;155.7214565;0.133;0.034;0.270151366;21.1718829;2725.322976;24.20828138;0.044;0.846707036;0.019;2.114713171;2.658;4.825932196;7.489568777;1.749;1.896740998;28.41018014;8.336125665;1.263899755;10.24656574;0.105978661;0.048;5.949948463;11.79228779;60.49891636;1.678808781;3.051;0.172324071;5.154268915;3.279625057;0.163;0.037;0.339580546;13.00345831;88.8889138;0.188676429;0.21;1.451022446;0.14;2.438427378;216.3176229;4.026905744;21.46891595;0.142149738;0.064;0.663620544;3.762330733;0.591;0.071;0.538215239;0.738161756;2.540674127;12.41587168;11.92088498;0.944121229;596.5712225;136.182633;45.07392152;10.07342031;175.1752327;16.47157039;95.40986761;2.100833442;344.9041374;7.067418577;76.15504858;3.758997292;0.016;1.945;20.60090273;2.755299776;1.214435923;1.957407456;6.548042547;0.675;0.325198265;19.48429782;0.04398919;3.577153676;2.684510068;0.411605836;2.036;0.862863525;0.278554345;66.82111553;0.359;0.845799509;0.668230192;0.039;0.608318832;0.682;1.148;0.079157352;131.3124416;8.07477893;0.575;0.013;15.60450766;2.15590433;4.413167974;1.003820015;0.014;2.071870705;43.03035388;1.330040095;9.697425971;1.298066147;0.566220893;34.88613664;0.003;12.29421397;0.774;16.56014426;42.64277504;0.06;2.96272123;1.651;1.489691594;13.49173199;27.61570019;5.65412581;84.68343077;13.09003681;24.67756022;1.869483882;172.1042805;1.298803548;0.416;4.542796803;1.188444634;20.63167998;442.8462318;0.225751922;0.003;0.132;0.2;0.055;0.032;166.2679086;2.38110272;10.14986954;0.126;0.303;15.068;9.167886772;3.695540864;0.09;0.172;131.1757467;69.61460198;4.828326219;0.063;0.018;0.069;0.766533355;0.21;11.82749559;10.70721062;8.417368284;75.41239083;1.255491885;77.14202226;0.166;0.42082369;0.031;12.64856875;7.612855647;98.71055203;18.56804034;0.054;0.002;1.11617515;70.28073301;55.11110928;119.6891372;2.702070941;1507.316376;1.82432407;28.64438525;0.042;50.95748196;46.12613709;0.006;6.609078468;1.330937981;3.249368745
2015;2.157241539;1.227;40.8523314;0.127;9.176104191;0.042;0.131;52.51254367;1.492719255;0.245;110.0653413;18.1090663;10.09518983;0.583;8.861919125;19.99924898;0.34425974;15.83992965;27.58065337;0.175;1.453484092;0.147;0.263384106;0.089;5.038343484;1.480586352;144.4740721;0.058;1.898;13.17566028;0.899814047;0.106677535;2.327110811;156.403214;0.134;0.049;0.190151366;22.33200624;2687.887484;25.09971559;0.049;0.942029782;0.019;2.02129405;2.567;4.862782007;7.999729458;1.89;1.902393934;28.62025237;6.719504876;0.762196976;9.607994996;0.12203623;0.048;6.412278745;11.12429669;59.8164264;1.821865374;2.957;0.173151366;4.328442917;3.464408645;0.166;0.039;0.353246975;12.04321321;89.98569692;0.191690993;0.214;1.438151366;0.143;2.660203087;217.1425258;4.398048667;20.45881162;0.142962885;0.071;0.674223492;4.318330733;0.669;0.076;0.546761936;0.726161756;2.675226588;11.5698885;12.72238528;0.965125524;619.1505126;150.5118286;45.20920205;10.5588898;171.5682981;17.18747932;98.60875606;2.182146782;333.8964096;6.974950817;78.76157219;4.449026828;0.015;2.276;24.93148706;2.805371367;2.519766554;1.982014954;7.023622335;0.612;0.328515536;15.87978416;0.043564633;3.635232029;2.551307033;0.553491104;1.917;0.881863525;0.305611913;63.2761845;0.358;0.892626804;0.475159893;0.039;0.618038201;0.798;1.149;0.080422083;131.5432835;6.343650713;0.611;0.016;15.97911978;1.720525333;6.034024051;1.051120087;0.015;1.860461524;44.81438019;1.29267428;9.844786169;1.482066147;0.555393598;30.96889347;0.002;12.44268559;0.82;16.88220874;46.19317396;0.056;2.968779318;1.736987486;1.65147762;13.39159899;30.60655184;5.807223947;85.54014285;14.2712586;24.60081814;2.114129212;173.3649635;1.305065384;0.522;5.502901879;1.20743292;20.84102479;442.9857665;0.250860262;0.003;0.131;0.206;0.062;0.033;184.1916397;2.68706778;11.9394367;0.131;0.239;16.957;9.391548083;3.718008326;0.08;0.172;122.9725786;74.15234798;5.412195259;0.064;0.018;0.064;0.73754284;0.237;11.90027307;10.57068884;7.686346447;75.28275109;1.447129485;77.97151952;0.164;0.50919869;0.033;12.31487938;7.989014845;104.075312;19.16770107;0.056;0.002;1.235144651;61.08682188;59.11110928;115.2674964;2.903547669;1466.094584;1.835552651;27.67796729;0.036;49.16053804;52.67567839;0.006;3.495165682;1.391362298;3.336741604
2016;1.840782751;1.226;40.64647101;0.128;8.570905744;0.042;0.134;52.12259671;1.420036396;0.241;113.522154;18.34482987;10.11318804;0.54;8.562451365;20.87257026;0.35025974;16.33499376;27.25767969;0.17;1.801383813;0.169;0.315582981;0.092;5.931773036;1.728586352;134.4836245;0.058;2.05898705;12.41877674;0.92272705;0.127575683;2.874816594;152.7202408;0.147;0.054;0.276439208;23.03275873;2652.959631;25.44813829;0.059;1.01046899;0.019;2.162370474;3.22;4.935332125;7.690406114;1.583;2.012286447;29.11720543;8.027082575;0.549707298;10.10136072;0.10903623;0.049;6.726137206;10.78166843;63.89809872;1.813808781;3.108;0.176151366;4.794573788;3.915781706;0.172;0.039;0.343809253;12.8900692;90.98797364;0.196058402;0.207;1.485014891;0.145;2.747334812;218.5280109;4.516121576;19.47946067;0.1432653;0.073;0.689584726;4.615992141;0.749;0.083;0.640047745;0.814161756;2.536292576;11.8418885;12.84716332;0.951807509;650.1700928;153.0693182;53.04622404;10.95955216;173.9523822;16.70827666;97.72400201;2.228010812;328.5256223;6.644547538;78.78979175;4.682309645;0.015;2.418;27.52693459;2.632704225;4.04084532;1.967883433;7.232738292;0.604;0.370487397;14.59746654;0.040815146;3.643859591;2.481643394;0.483;1.907;0.887881523;0.356543568;68.38445469;0.392;0.908626804;0.38356841;0.039;0.632119332;0.692;1.186;0.082254387;131.7680272;6.912315573;0.55;0.008;15.95455131;2.225681211;6.942462638;1.105675764;0.014;2.663759202;45.01234912;1.450665006;9.362631873;1.469066147;0.563393598;31.61057622;0.002;12.21752183;0.882;16.46027322;56.50070113;0.058;2.880779318;1.811;1.96036769;14.38851145;33.36171109;6.221478432;88.5212037;13.77136053;24.26488732;2.132967763;174.4682779;1.338338255;0.465;5.270560369;1.234942581;20.23805938;441.7573526;0.282857658;0.004;0.133;0.208;0.065;0.034;174.4149797;2.733541928;12.29106352;0.146;0.247;10.992;9.513085373;3.937023014;0.079;0.174;126.8474533;71.16756439;6.28468921;0.065;0.018;0.066;0.621152387;0.288;11.80731678;10.69665492;7.936515846;76.33870087;1.757618027;77.35658719;0.135;0.62948038;0.035;10.93128813;7.9169675;109.5086622;19.14953144;0.059;0.002;1.307406307;63.86625403;58.58809288;108.9894635;2.967536063;1432.320942;1.77959605;29.52203811;0.04;46.25462134;52.61068966;0.007;2.845773769;1.544513664;2.93055878
2017;1.87222298;1.447;42.28590936;0.127;7.756648143;0.039;0.134;51.25674927;1.511077883;0.243;113.1962873;18.99532031;10.02452626;0.572;8.894983606;22.09157026;0.31925974;16.40712045;27.14195832;0.168;1.893479854;0.172;0.338111745;0.095;5.954990805;1.926586352;136.6696819;0.046;2.607;12.98643396;1.07472705;0.144759057;3.513893533;155.3931322;0.158;0.059;0.28272705;22.93832642;2707.548905;23.55234396;0.073;0.973044674;0.021;2.268455806;3.237;5.108641705;6.879811238;1.208;2.053248926;29.37030333;5.940962139;0.675181149;9.482283603;0.110093798;0.044;6.554836741;10.71943036;68.39649595;1.641871586;3.353;0.192208935;5.127862954;4.158811489;0.193;0.039;0.37168541;12.18669657;91.92169174;0.192432195;0.209;1.254957323;0.146;2.778259191;214.4876961;3.749875962;20.42988031;0.147926359;0.076;0.676830478;4.719411759;0.884;0.083;0.633047745;0.847161756;2.417365615;11.6138885;13.49679523;0.983866264;664.2619416;156.9802927;57.77922404;10.68051886;194.3930346;16.06801256;96.30183196;2.128151109;324.2693345;6.976331363;84.03626811;4.454779356;0.018;2.209;25.96741858;2.551330152;5.093149948;1.96914427;7.635622335;0.67;0.336140697;14.84681188;0.042379697;3.704102658;2.52765938;0.524;2.048;1.12503623;0.372314692;68.38463987;0.413;0.964626804;0.425607779;0.04;0.620427938;0.974;1.238;0.080733047;125.5046811;9.351753717;0.574;0.008;16.82001926;2.271528555;6.759752086;1.150696818;0.015;3.178911043;44.38047591;1.458831791;9.78570498;1.502227903;0.547393598;31.12537981;0.002;12.07478166;0.892;17.9873377;63.85850659;0.059;3.060036684;1.74;2.203390557;14.66213265;36.81817953;6.430613516;92.16234838;15.0738853;27.22632131;2.10111913;178.9684024;1.424812006;0.397;5.926560369;1.21210164;21.0707186;449.3605263;0.286697234;0.003;0.138;0.205;0.067;0.035;174.5027201;2.932806544;12.42520379;0.152;0.249;10.662;9.833680689;3.982500676;0.078;0.174;126.6917959;74.95686763;6.285604038;0.066;0.018;0.059;0.675233019;0.269;11.62492576;10.42099147;8.747515846;77.73253275;2.146565046;78.04573222;0.136;0.60319869;0.043;10.90289821;7.978025618;116.0833051;19.16794663;0.063;0.002;1.466568948;60.88563758;46.07841529;105.7765231;3.113178695;1421.329497;1.681925019;29.24487761;0.038;44.087202;53.28856715;0.007;2.715878687;1.778722599;2.615074456
2018;2.277518798;1.292;44.07383807;0.135;6.65278416;0.039;0.136;49.4267541;1.590007091;0.238;113.5374336;18.16741494;10.05656615;0.737;8.899983606;22.54365058;0.337211691;16.63803488;27.35457666;0.165;1.979976271;0.194;0.39190273;0.095;6.024845982;2.063692109;132.0101769;0.044;2.618;11.90980594;1.173784618;0.185402978;3.514905386;158.1523941;0.163;0.06;0.285014891;23.03746362;2808.403255;23.16608212;0.08;0.988677925;0.021;2.244036684;2.798;4.830298878;6.170444827;1.045;2.003369514;28.96604807;4.712413534;0.758653567;9.462977811;0.106093798;0.044;7.013670363;10.3491923;62.15105546;1.738867537;3.06;0.219611913;4.897521941;4.407538539;0.198;0.039;0.368893713;12.51336838;87.92926363;0.190708604;0.219;1.298820848;0.148;2.757797975;205.8164865;4.553119616;19.59812958;0.149569026;0.084;0.670768194;5.089073368;1.006;0.085;0.677123938;0.919161756;2.742898022;11.66430368;13.48470334;0.999830085;709.5539622;167.8177611;57.67622404;10.69736758;193.0014708;16.52457737;95.25667195;2.19399609;312.0791148;6.894003931;86.59379429;4.917165978;0.018;2.224;26.08495082;3.192606109;5.328607362;2.145022292;7.246506377;0.705;0.296207645;14.56373707;0.038839265;3.738053364;2.611473817;0.332;1.917;1.137189569;0.428535585;74.29840411;0.475;0.998799509;0.419846652;0.04;0.614870844;1.001;1.232;0.080009932;124.2652568;12.97412292;0.655;0.008;17.00192909;1.880816397;8.919221399;1.112696818;0.015;3.736366564;43.40066444;1.578962754;9.767798978;1.441285991;0.508499355;34.91489347;0.003;12.11599345;0.807;16.54393442;65.03981028;0.058;2.928687377;1.749;2.322390557;14.91515921;38.38925245;6.510868126;91.97388407;14.0536064;29.18312786;2.164835756;183.3032336;1.482766744;0.365;5.780560369;1.201245001;21.18144889;461.6939732;0.311689471;0.003;0.139;0.197;0.065;0.036;169.7469276;3.092355975;12.07996299;0.152;0.26;12.555;9.833390128;3.955661657;0.079;0.174;126.690126;73.61174577;5.730999531;0.067;0.016;0.066;0.686228581;0.282;11.48892141;10.06212633;8.287538196;77.19514192;2.485703626;75.37580668;0.139;0.625011936;0.038;11.04677571;8.013867133;114.4751379;19.22679993;0.064;0.002;1.500650268;63.32776364;42.0861284;104.227527;3.218004944;1467.109884;1.793386922;31.31338211;0.048;32.79931368;61.05834864;0.007;2.724821813;1.995937045;3.235362298
2019;3.315140392;1.327360908;45.48088147;0.136967279;6.410158872;0.038066208;0.132743699;45.73296591;1.508939599;0.232301474;113.1323235;18.54869422;10.5690861;0.719926237;9.399304892;25.71370738;0.331686461;16.65460023;27.22319373;0.179689261;1.996483733;0.19050001;0.52605839;0.092725378;6.781348494;1.889953883;132.5854655;0.042946491;2.717825842;11.52361332;1.183370124;0.192148088;4.183694502;158.9491289;0.164369358;0.057433986;0.2744087;23.506895;2862.988143;24.67775815;0.083471206;0.898268561;0.021646212;2.406635207;2.860183525;4.852302877;6.147559459;1.026476831;2.003242948;27.51428618;7.883392524;0.733832076;8.432658701;0.109825344;0.042946491;7.510968231;10.03212892;61.6488953;1.870271526;2.802887546;0.227856026;3.378907485;4.468057106;0.200885343;0.040200107;0.379786996;11.61191111;86.17376667;0.198793287;0.225739065;1.2248209;0.149279423;2.860337365;194.1669784;4.617401515;17.94102707;0.151101602;0.090685402;0.699203975;5.986378469;1.014451375;0.085714082;0.678638152;0.897660594;2.94457431;11.40542117;13.39511804;0.96909043;716.6943637;180.2931183;60.86009688;10.17339481;200.1544343;17.02881652;92.73257937;2.195702464;301.836609;7.026469123;80.75014368;5.007353801;0.018553896;2.483565013;26.3785923;3.007074273;9.260822166;2.087386385;7.275601152;0.633493307;0.2984171;14.87692062;0.040502267;3.799971353;2.661615707;0.342851088;2.176493922;1.105301345;0.433542644;76.05329025;0.489616693;1.00660401;0.455552756;0.041230879;0.640936977;1.009409371;1.194863897;0.083401781;118.8625514;24.20614796;0.721887131;0.007808453;18.61807088;1.988976453;9.838248346;1.114085534;0.01546158;4.630606852;41.92139738;2.376171829;10.2332156;1.548332008;0.505819549;35.5087503;0.003092316;11.6768559;0.814926947;16.58207964;63.94349266;0.059784775;3.355308573;1.806149606;2.326664316;15.00478641;40.01499403;6.508655693;87.20550617;12.99920403;31.39649982;2.019102814;176.7867309;1.40725649;0.380837375;6.012957581;1.252169209;20.42747538;458.3649911;0.324076314;0.00292817;0.135671869;0.192283153;0.067000179;0.034460392;169.8724751;3.074653999;13.46551133;0.158595291;0.262184252;12.47415236;9.217644898;3.822571127;0.081430987;0.181549872;129.8915438;68.64042003;6.229501456;0.065395793;0.015616906;0.064419736;0.68784399;0.276441532;11.17272559;10.02780145;8.46306097;75.14547911;2.356476883;74.13334026;0.143277306;0.629137429;0.039169335;11.0203203;8.190652025;108.9915159;20.82929165;0.062467623;0.002061544;1.561352975;60.74763184;42.08126647;100.7122523;3.286731624;1434.447655;1.79693923;31.16784598;0.049477055;27.0675009;71.04587682;0.007215404;2.734827504;1.923364395;2.988287238
2020;3.318452196;1.237333213;42.29760499;0.127219724;6.057405826;0.033674626;0.117429464;42.8375175;1.607546577;0.205501561;106.9672249;16.54596012;10.29389063;0.637794558;9.541165275;25.33723101;0.29650946;15.67675106;22.85417876;0.159005437;1.828749346;0.170370636;0.525425464;0.082027934;5.845101325;1.778923502;127.5322039;0.037991885;2.772329408;10.21831948;1.083053064;0.164297916;4.182052061;146.2166796;0.150038349;0.051266671;0.248917132;22.14969668;2911.389425;24.31559954;0.070515047;0.850483704;0.021669052;2.157454388;2.748013718;4.634015179;5.498446809;0.909922103;1.772439793;24.00866712;7.873442447;0.675962107;7.147698093;0.095897473;0.037991885;7.577480187;8.439594842;58.24886043;1.670779619;2.801568243;0.197085149;2.852439284;4.001488808;0.186588929;0.040242525;0.38017202;10.72070158;75.51899201;0.198793287;0.225977257;1.172917004;0.136392062;2.720246011;175.8488951;4.366156947;14.25369236;0.140348149;0.080440082;0.699203975;5.167509656;0.926003556;0.078240857;0.603707085;0.796541596;2.635507156;8.525138943;13.17387841;0.801111303;667.0295087;160.8742294;57.52830296;9.100136959;203.3183912;15.37773898;82.90701007;2.027094978;281.2895908;6.954807886;79.50835359;4.405516345;0.018573473;2.15323438;24.26850914;3.140282233;9.23737219;1.848090619;7.085520377;0.595850373;0.275294062;13.84082225;0.038477122;3.765493143;2.230511156;0.344537587;1.950199197;1.004046599;0.38062324;74.39432398;0.490133321;0.924926053;0.435206064;0.041274385;0.640936977;0.921401152;1.085835277;0.083401781;97.4095675;24.13761888;0.630342549;0.006907616;17.61048669;1.793028831;9.912310657;1.057874254;0.015477894;4.627497471;37.69107318;2.372185531;9.134562351;1.384284919;0.461234731;34.23616346;0.003095579;11.242631;0.790871562;16.96540463;64.06225789;0.059847858;2.941193057;1.815003487;2.065293391;12.19900148;37.11816847;5.648494871;81.75855201;11.02080955;29.10766008;1.879843618;163.52522;1.404503159;0.321724901;5.145542758;1.252169209;19.50451863;430.4044166;0.281781402;0.002590356;0.120019819;0.170100032;0.067070876;0.030760003;170.6849261;2.851800968;11.7719645;0.133978589;0.239324975;12.41708167;8.386174805;3.428230472;0.08151691;0.153370227;123.3466308;57.00713661;5.759182889;0.05785128;0.013815231;0.056987828;0.606827847;0.260778106;10.54188423;8.812841723;8.330980715;74.55014943;2.578276098;70.34041042;0.143428488;0.598020574;0.039210666;9.691045411;7.675401752;107.1936346;20.55971441;0.055260924;0.002063719;1.33478215;58.37771293;41.01058218;89.99730728;2.984856778;1286.566;1.593391726;30.78073632;0.049529262;23.08946221;69.40037821;0.007223017;2.665214137;1.793632962;2.873937575
